Predicted_Pilar;year;month;Bank Name;Sentiment_Score;Positive_gen;Negative_gen;Neutral_gen
Social External;2022;5;Fifth Third Bank;3.5868;3.0763;5.7079;1.0210
Social External;2022;5;First Horizon Bank;3.6307;2.2990;4.9356;2.6634
Social External;2022;5;Webster Bank;1.7420;1.4136;7.0968;0.6568
Social External;2022;6;Chelsea Gronto Bank;6.3191;6.1209;0.4150;0.3964
Social External;2022;6;Citizens Bank;7.2921;6.8331;2.1625;0.9180
Social External;2022;6;Dime Bank;5.9011;5.3158;3.3018;1.1705
Social External;2022;6;Fifth Third Bank;3.8446;3.6955;5.8387;0.2981
Social External;2022;6;First Horizon Bank;4.6405;4.5190;4.7782;0.2430
Social External;2022;6;Webster Bank;0.6409;0.6288;9.3404;0.0242
Social External;2022;7;Chelsea Gronto Bank;5.6223;1.4665;0.1584;8.3117
Social External;2022;7;Citizens Bank;4.8021;4.6825;4.9779;0.2392
Social External;2022;7;Dime Bank;5.0508;4.4318;4.1948;1.2381
Social External;2022;7;Fifth Third Bank;4.1576;3.8407;5.1083;0.6338
Social External;2022;7;First Horizon Bank;6.3451;6.2908;3.2787;0.1087
Social External;2022;7;Webster Bank;1.3195;0.6463;7.5002;1.3464
Social External;2022;8;Citizens Bank;5.3389;5.0206;4.0060;0.6364
Social External;2022;8;Dime Bank;4.9278;4.5678;4.3677;0.7199
Social External;2022;8;Fifth Third Bank;4.8901;4.5941;4.6659;0.5921
Social External;2022;8;First Horizon Bank;7.8611;7.6890;1.7927;0.3443
Social External;2022;8;Webster Bank;0.7892;0.6543;8.6553;0.2698
Social External;2022;9;Citizens Bank;6.5814;6.3208;2.3567;0.5211
Social External;2022;9;Dime Bank;4.8697;4.5801;4.6648;0.5792
Social External;2022;9;Fifth Third Bank;4.4524;4.1130;4.7063;0.6787
Social External;2022;9;First Horizon Bank;7.3676;6.6503;1.8659;1.4346
Social External;2022;9;M&T Bank;1.9813;1.7370;7.6492;0.4886
Social External;2022;9;Webster Bank;3.6040;3.5539;6.3161;0.1001
Social External;2022;10;Citizens Bank;4.0191;3.6437;5.0045;0.7508
Social External;2022;10;Dime Bank;3.8073;3.3109;5.2447;0.9928
Social External;2022;10;Fifth Third Bank;2.1398;1.8793;7.4073;0.5208
Social External;2022;10;First Horizon Bank;8.7467;8.6377;0.6772;0.2179
Social External;2022;10;Webster Bank;4.6965;4.1151;3.9907;1.1629
Social External;2022;11;Chelsea Gronto Bank;9.0963;8.2220;0.0253;1.7486
Social External;2022;11;Citizens Bank;7.5533;7.0673;1.8739;0.9720
Social External;2022;11;Dime Bank;0.9373;0.8171;8.3505;0.2404
Social External;2022;11;Fifth Third Bank;2.8485;2.6286;6.8697;0.4399
Social External;2022;11;First Horizon Bank;7.8674;7.6723;1.9261;0.3901
Social External;2022;11;Webster Bank;3.0349;2.7009;6.2189;0.6680
Social External;2022;12;Citizens Bank;5.0916;4.9183;4.6452;0.3465
Social External;2022;12;Dime Bank;4.9349;4.5095;4.0421;0.8509
Social External;2022;12;Fifth Third Bank;3.3853;3.0208;6.0095;0.7290
Social External;2022;12;First Horizon Bank;6.3485;6.0928;3.1739;0.5114
Social External;2022;12;Webster Bank;7.3408;7.2071;1.0543;0.2674
Social External;2023;1;Chelsea Gronto Bank;8.0216;7.8281;1.2874;0.3869
Social External;2023;1;Citizens Bank;6.1443;5.7376;2.0314;0.8133
Social External;2023;1;Dime Bank;2.8026;2.5749;6.4723;0.4553
Social External;2023;1;Fifth Third Bank;3.7947;3.6717;4.8800;0.2461
Social External;2023;1;First Horizon Bank;6.3910;6.0770;3.1056;0.6280
Social External;2023;1;Webster Bank;2.8326;2.7215;6.7507;0.2222
Social External;2023;2;Citizens Bank;6.4101;6.3295;3.2435;0.1612
Social External;2023;2;Dime Bank;4.1186;4.0803;5.2911;0.0766
Social External;2023;2;Fifth Third Bank;3.9026;3.7590;5.4695;0.2871
Social External;2023;2;First Horizon Bank;8.0466;7.9937;1.5579;0.1057
Social External;2023;2;Webster Bank;3.5185;3.4473;5.9136;0.1424
Social External;2023;3;Citizens Bank;5.8154;5.3323;3.4759;0.9661
Social External;2023;3;Dime Bank;3.2273;2.8152;5.8342;0.8241
Social External;2023;3;Fifth Third Bank;4.0036;3.5371;5.1318;0.9330
Social External;2023;3;First Horizon Bank;8.9229;8.7529;0.6886;0.3400
Social External;2023;3;Webster Bank;3.6159;1.9009;4.2049;3.4300
Social External;2023;4;Chelsea Gronto Bank;6.9370;3.8808;0.0058;6.1124
Social External;2023;4;Citizens Bank;6.7880;6.4337;2.5421;0.7086
Social External;2023;4;Dime Bank;3.9049;3.4923;4.8740;0.8252
Social External;2023;4;Fifth Third Bank;3.6393;3.4673;5.9227;0.3440
Social External;2023;4;First Horizon Bank;7.4702;7.3986;2.1703;0.1430
Social External;2023;4;Webster Bank;5.2455;5.2057;4.2111;0.0796
Social External;2023;5;Chelsea Gronto Bank;6.8981;5.4882;1.4264;2.8196
Social External;2023;5;Citizens Bank;6.1820;5.9790;3.4914;0.4059
Social External;2023;5;Dime Bank;4.9000;4.3617;4.0580;1.0767
Social External;2023;5;Fifth Third Bank;4.3379;4.2171;4.9510;0.2415
Social External;2023;5;First Horizon Bank;8.4893;8.3604;1.2996;0.2577
Social External;2023;5;M&T Bank;9.3534;9.3473;0.0275;0.0122
Social External;2023;5;Webster Bank;3.0512;2.9234;6.7467;0.2555
Social External;2023;6;Chelsea Gronto Bank;7.8255;5.6672;0.0133;4.3167
Social External;2023;6;Citizens Bank;2.9875;2.7741;6.1536;0.4269
Social External;2023;6;Dime Bank;4.0589;3.4592;4.9363;1.1994
Social External;2023;6;Fifth Third Bank;3.2254;2.8322;6.2383;0.7865
Social External;2023;6;First Horizon Bank;8.7991;8.6949;0.8186;0.2084
Social External;2023;6;Webster Bank;1.1646;1.1028;8.7427;0.1235
Social External;2023;7;Citizens Bank;5.7319;4.8877;3.1555;1.6884
Social External;2023;7;Dime Bank;5.8315;5.2446;3.2898;1.1737
Social External;2023;7;Fifth Third Bank;4.5968;4.3601;4.5818;0.4734
Social External;2023;7;First Horizon Bank;5.4538;4.9934;1.9217;0.9206
Social External;2023;7;Webster Bank;1.1959;1.0817;8.6814;0.2284
Social External;2023;8;Citizens Bank;7.1532;6.8555;2.4995;0.5954
Social External;2023;8;Dime Bank;5.2555;5.0204;4.4100;0.4703
Social External;2023;8;Fifth Third Bank;4.0500;3.7943;5.4051;0.5114
Social External;2023;8;First Horizon Bank;6.3551;6.1863;3.4117;0.3375
Social External;2023;8;M&T Bank;0.0038;0.0032;9.9953;0.0012
Social External;2023;8;Webster Bank;4.3424;4.0758;5.3035;0.5331
Social External;2023;9;Chelsea Gronto Bank;7.1399;5.5762;1.0872;3.1275
Social External;2023;9;Citizens Bank;5.2868;4.7907;4.0928;0.9923
Social External;2023;9;Dime Bank;2.6591;2.5729;6.0041;0.1725
Social External;2023;9;Fifth Third Bank;4.5370;4.2907;4.8780;0.4927
Social External;2023;9;First Horizon Bank;6.2301;5.3703;2.5791;1.7196
Social External;2023;9;Webster Bank;2.5876;2.3319;7.0571;0.5115
Social External;2023;10;Citizens Bank;6.3899;6.0429;2.6740;0.6939
Social External;2023;10;Dime Bank;4.1128;3.9584;5.2155;0.3089
Social External;2023;10;Fifth Third Bank;4.0945;3.9885;5.1198;0.2122
Social External;2023;10;First Horizon Bank;6.1589;6.0872;3.5018;0.1433
Social External;2023;10;Webster Bank;1.7889;1.6524;7.9935;0.2729
Social External;2023;11;Citizens Bank;8.0676;8.0018;1.8085;0.1317
Social External;2023;11;Dime Bank;3.4006;3.0933;6.2306;0.6147
Social External;2023;11;Fifth Third Bank;4.3667;4.1525;4.8848;0.4284
Social External;2023;11;First Horizon Bank;7.6526;7.5470;1.8034;0.2114
Social External;2023;11;Webster Bank;1.8504;1.7671;8.0544;0.1667
Social External;2023;12;Citizens Bank;6.1369;5.8260;3.3234;0.6217
Social External;2023;12;Dime Bank;5.1509;4.8772;3.9581;0.5474
Social External;2023;12;Fifth Third Bank;3.7876;3.5397;5.5622;0.4958
Social External;2023;12;First Horizon Bank;6.8591;6.6135;2.6863;0.4911
Social External;2023;12;Webster Bank;2.0804;1.7463;7.4781;0.6682
Social External;2024;1;Citizens Bank;6.0168;5.8693;3.8257;0.2950
Social External;2024;1;Dime Bank;6.2584;6.0902;3.2185;0.3363
Social External;2024;1;Fifth Third Bank;2.7663;2.6613;6.6646;0.2101
Social External;2024;1;First Horizon Bank;7.0774;6.6621;2.2068;0.8307
Social External;2024;1;Webster Bank;4.1341;3.6606;5.3403;0.9471
Social External;2024;2;Citizens Bank;3.7705;3.1505;5.0941;1.2400
Social External;2024;2;Dime Bank;4.5812;4.1013;4.2425;0.9598
Social External;2024;2;Fifth Third Bank;2.8768;2.6175;6.5282;0.5186
Social External;2024;2;First Horizon Bank;8.4694;8.2342;1.0837;0.4704
Social External;2024;2;M&T Bank;3.3555;3.3241;6.6047;0.0627
Social External;2024;2;Webster Bank;3.1234;2.9649;5.2730;0.3169
Social External;2024;3;Chelsea Gronto Bank;8.3585;6.7244;0.0065;3.2682
Social External;2024;3;Citizens Bank;6.8380;6.7038;2.5626;0.2685
Social External;2024;3;Dime Bank;4.4488;4.0294;4.5870;0.8388
Social External;2024;3;Fifth Third Bank;2.8718;2.6294;6.6434;0.4847
Social External;2024;3;First Horizon Bank;6.9315;6.7026;2.6870;0.4577
Social External;2024;3;Webster Bank;1.0322;0.7474;8.4123;0.5696
Social External;2024;4;Chelsea Gronto Bank;9.2002;8.7088;0.2772;0.9828
Social External;2024;4;Citizens Bank;6.0040;5.4651;2.8246;1.0778
Social External;2024;4;Dime Bank;2.3409;1.6439;6.3383;1.3940
Social External;2024;4;Fifth Third Bank;2.6514;2.4694;7.1281;0.3639
Social External;2024;4;First Horizon Bank;7.5661;7.2260;1.9962;0.6802
Social External;2024;4;M&T Bank;0.0103;0.0068;9.9855;0.0070
Social External;2024;4;Webster Bank;7.8125;7.5494;1.5981;0.5260
Social Internal;2011;4;Dime Bank;9.9909;9.9839;0.0003;0.0139
Social Internal;2011;5;Dime Bank;4.9870;0.1118;0.1367;9.7505
Social Internal;2011;5;Fifth Third Bank;9.9689;9.9444;0.0061;0.0490
Social Internal;2012;11;Fifth Third Bank;9.9919;9.9852;0.0003;0.0135
Social Internal;2013;1;Webster Bank;9.8386;9.7509;0.0130;0.1754
Social Internal;2013;5;First Horizon Bank;9.8409;9.6854;0.0028;0.3110
Social Internal;2013;5;Webster Bank;9.9929;9.9872;0.0005;0.0115
Social Internal;2013;7;Fifth Third Bank;9.9987;9.9980;0.0003;0.0013
Social Internal;2013;8;Citizens Bank;9.9983;9.9971;0.0002;0.0024
Social Internal;2013;8;Fifth Third Bank;9.9960;9.9926;0.0004;0.0068
Social Internal;2013;9;Dime Bank;0.0114;0.0040;9.9674;0.0148
Social Internal;2013;9;Fifth Third Bank;0.1514;0.0583;9.7450;0.1861
Social Internal;2013;10;First Horizon Bank;0.2725;0.2696;0.2687;0.0059
Social Internal;2014;7;Fifth Third Bank;9.5060;9.0257;0.0092;0.9606
Social Internal;2014;9;Dime Bank;0.0070;0.0046;9.9901;0.0048
Social Internal;2014;9;Fifth Third Bank;9.9977;9.9962;0.0004;0.0030
Social Internal;2014;10;Fifth Third Bank;8.5207;8.4471;1.1804;0.1472
Social Internal;2014;12;Dime Bank;9.9980;9.9968;0.0002;0.0023
Social Internal;2014;12;First Horizon Bank;9.4770;9.1878;0.0899;0.5784
Social Internal;2015;1;Citizens Bank;0.0028;0.0012;9.9952;0.0033
Social Internal;2015;1;Fifth Third Bank;2.0743;0.5652;4.7569;3.0184
Social Internal;2015;3;Citizens Bank;9.9947;9.9900;0.0005;0.0093
Social Internal;2015;5;Fifth Third Bank;9.9978;9.9963;0.0004;0.0030
Social Internal;2015;7;Dime Bank;9.9978;9.9967;0.0003;0.0022
Social Internal;2015;8;Citizens Bank;9.8372;9.8070;0.0179;0.0604
Social Internal;2015;8;Dime Bank;4.3127;3.0592;0.7365;2.5069
Social Internal;2015;9;Dime Bank;9.9934;9.9877;0.0003;0.0113
Social Internal;2015;10;Fifth Third Bank;9.9979;9.9965;0.0002;0.0027
Social Internal;2015;11;Citizens Bank;9.9938;9.9882;0.0004;0.0111
Social Internal;2015;11;Dime Bank;9.9427;9.8988;0.0065;0.0878
Social Internal;2015;11;Webster Bank;5.0637;5.0130;4.8710;0.1015
Social Internal;2015;12;Dime Bank;9.9289;9.8621;0.0033;0.1337
Social Internal;2015;12;Fifth Third Bank;0.0886;0.0032;9.8244;0.1708
Social Internal;2015;12;First Horizon Bank;9.9984;9.9974;0.0002;0.0019
Social Internal;2016;1;Fifth Third Bank;4.9973;4.9935;4.9986;0.0075
Social Internal;2016;2;Fifth Third Bank;9.9975;9.9957;0.0006;0.0035
Social Internal;2016;3;Fifth Third Bank;9.9672;9.9577;0.0102;0.0192
Social Internal;2016;4;Citizens Bank;0.4187;0.0477;9.0966;0.7420
Social Internal;2016;4;Dime Bank;1.2617;0.7771;6.9333;0.9693
Social Internal;2016;4;Fifth Third Bank;5.0443;5.0031;4.9133;0.0825
Social Internal;2016;4;Webster Bank;9.9935;9.9886;0.0004;0.0098
Social Internal;2016;6;Citizens Bank;9.9482;9.9287;0.0177;0.0389
Social Internal;2016;6;Dime Bank;0.0048;0.0026;9.9923;0.0044
Social Internal;2016;6;Fifth Third Bank;2.5406;2.5263;7.4311;0.0285
Social Internal;2016;6;First Horizon Bank;0.1320;0.1269;8.2283;0.0101
Social Internal;2016;7;Citizens Bank;9.9877;9.9772;0.0007;0.0211
Social Internal;2016;7;Dime Bank;7.1674;7.0240;0.4580;0.2869
Social Internal;2016;7;Fifth Third Bank;2.6958;2.6585;5.0896;0.0746
Social Internal;2016;7;First Horizon Bank;9.9899;9.9808;0.0003;0.0181
Social Internal;2016;8;Dime Bank;6.5652;6.5463;3.3371;0.0376
Social Internal;2016;8;Fifth Third Bank;8.4372;6.8840;0.0087;3.1065
Social Internal;2016;8;First Horizon Bank;9.9695;9.9554;0.0058;0.0283
Social Internal;2016;9;Dime Bank;5.2513;5.2480;0.1760;0.0066
Social Internal;2016;9;First Horizon Bank;0.2821;0.2746;5.1486;0.0149
Social Internal;2016;9;Webster Bank;8.2780;8.2633;1.0932;0.0293
Social Internal;2016;10;Dime Bank;9.9785;9.9578;0.0006;0.0415
Social Internal;2016;10;Fifth Third Bank;7.6399;7.3987;2.0840;0.4825
Social Internal;2016;11;Citizens Bank;9.9947;9.9911;0.0004;0.0072
Social Internal;2016;11;Dime Bank;5.2605;5.1774;4.2936;0.1662
Social Internal;2016;11;Fifth Third Bank;7.8008;7.3208;1.5110;0.9600
Social Internal;2016;12;Citizens Bank;9.4672;9.1122;0.0102;0.7100
Social Internal;2016;12;Dime Bank;9.7213;9.4551;0.0053;0.5324
Social Internal;2016;12;Fifth Third Bank;9.7817;9.7716;0.0065;0.0200
Social Internal;2016;12;Webster Bank;9.9545;9.9110;0.0015;0.0871
Social Internal;2017;1;Dime Bank;9.9973;9.9962;0.0002;0.0022
Social Internal;2017;1;Fifth Third Bank;4.9974;4.9931;4.9920;0.0085
Social Internal;2017;1;First Horizon Bank;0.0102;0.0010;9.9804;0.0184
Social Internal;2017;1;Webster Bank;9.9793;9.9599;0.0007;0.0387
Social Internal;2017;2;Citizens Bank;5.5506;5.1878;0.9686;0.7257
Social Internal;2017;2;Dime Bank;2.5809;2.5671;4.9749;0.0276
Social Internal;2017;2;Fifth Third Bank;4.9892;4.9769;4.9983;0.0247
Social Internal;2017;2;First Horizon Bank;8.9198;8.8423;0.1827;0.1550
Social Internal;2017;2;Webster Bank;0.0250;0.0151;9.9642;0.0199
Social Internal;2017;3;Citizens Bank;5.2828;5.2472;0.3950;0.0713
Social Internal;2017;3;Dime Bank;7.9226;7.8434;1.9940;0.1583
Social Internal;2017;3;Fifth Third Bank;8.6143;8.6020;0.0077;0.0245
Social Internal;2017;3;First Horizon Bank;3.4407;3.3247;6.3783;0.2320
Social Internal;2017;3;Webster Bank;9.9682;9.9406;0.0030;0.0553
Social Internal;2017;4;Citizens Bank;6.6633;6.6601;3.3331;0.0064
Social Internal;2017;4;Dime Bank;2.0608;2.0391;5.8402;0.0434
Social Internal;2017;4;Fifth Third Bank;6.7649;6.6622;3.1270;0.2054
Social Internal;2017;4;First Horizon Bank;0.0015;0.0006;9.9974;0.0020
Social Internal;2017;4;Webster Bank;0.0076;0.0044;9.9739;0.0064
Social Internal;2017;5;Citizens Bank;9.9879;9.9769;0.0005;0.0221
Social Internal;2017;5;Dime Bank;5.1322;5.1307;0.0052;0.0031
Social Internal;2017;5;Fifth Third Bank;3.3671;3.3450;6.5894;0.0442
Social Internal;2017;5;First Horizon Bank;8.7305;8.6623;0.0425;0.1363
Social Internal;2017;5;Webster Bank;0.0183;0.0169;0.3361;0.0028
Social Internal;2017;6;Citizens Bank;9.9386;9.8829;0.0011;0.1115
Social Internal;2017;6;Dime Bank;5.2005;4.2308;3.4510;1.9394
Social Internal;2017;6;Fifth Third Bank;9.9975;9.9955;0.0002;0.0040
Social Internal;2017;6;First Horizon Bank;9.9956;9.9921;0.0006;0.0069
Social Internal;2017;6;Webster Bank;9.9957;9.9921;0.0002;0.0072
Social Internal;2017;7;Citizens Bank;4.9813;4.9577;4.9918;0.0472
Social Internal;2017;7;Dime Bank;9.9743;9.9565;0.0009;0.0356
Social Internal;2017;7;First Horizon Bank;7.6543;5.3219;0.0130;4.6647
Social Internal;2017;7;Webster Bank;9.9792;9.9592;0.0007;0.0399
Social Internal;2017;8;Citizens Bank;8.5615;8.5370;0.0197;0.0490
Social Internal;2017;8;Dime Bank;0.1343;0.1245;0.4558;0.0197
Social Internal;2017;8;Fifth Third Bank;7.5494;7.4984;2.3894;0.1020
Social Internal;2017;9;Citizens Bank;8.0485;8.0124;0.4973;0.0723
Social Internal;2017;9;Dime Bank;9.9958;9.9924;0.0002;0.0069
Social Internal;2017;9;Fifth Third Bank;6.9465;6.9284;1.9731;0.0361
Social Internal;2017;9;First Horizon Bank;9.9915;9.9839;0.0003;0.0153
Social Internal;2017;9;Webster Bank;9.9809;9.9629;0.0006;0.0361
Social Internal;2017;10;Citizens Bank;9.9806;9.9622;0.0005;0.0369
Social Internal;2017;10;Dime Bank;4.9879;4.9758;4.9987;0.0242
Social Internal;2017;10;Fifth Third Bank;6.7672;6.7104;0.0161;0.1136
Social Internal;2017;10;First Horizon Bank;9.9967;9.9942;0.0006;0.0050
Social Internal;2017;10;Webster Bank;5.1233;5.0011;4.7511;0.2443
Social Internal;2017;11;Citizens Bank;9.9784;9.9622;0.0005;0.0323
Social Internal;2017;11;Dime Bank;0.0200;0.0123;9.6831;0.0153
Social Internal;2017;11;Fifth Third Bank;9.9270;9.8566;0.0020;0.1409
Social Internal;2017;11;First Horizon Bank;0.0027;0.0012;9.9955;0.0029
Social Internal;2017;11;Webster Bank;0.0075;0.0029;9.9845;0.0093
Social Internal;2017;12;Citizens Bank;0.0025;0.0010;9.9959;0.0031
Social Internal;2017;12;Dime Bank;9.9951;9.9909;0.0003;0.0085
Social Internal;2017;12;Fifth Third Bank;4.9916;4.9794;4.9821;0.0244
Social Internal;2017;12;First Horizon Bank;2.9320;2.7041;4.3307;0.4557
Social Internal;2017;12;Webster Bank;7.9933;7.9701;1.9739;0.0463
Social Internal;2018;1;Citizens Bank;9.7703;9.7221;0.0184;0.0964
Social Internal;2018;1;Fifth Third Bank;4.1164;3.7847;4.2530;0.6634
Social Internal;2018;1;First Horizon Bank;9.9958;9.9924;0.0004;0.0068
Social Internal;2018;1;Webster Bank;3.5537;0.4505;3.3390;6.2064
Social Internal;2018;2;Citizens Bank;9.8620;9.7469;0.0131;0.2303
Social Internal;2018;2;Dime Bank;9.9657;9.9328;0.0006;0.0659
Social Internal;2018;2;Fifth Third Bank;4.5010;4.4576;2.6997;0.0868
Social Internal;2018;2;First Horizon Bank;9.9979;9.9965;0.0003;0.0027
Social Internal;2018;2;Webster Bank;0.3728;0.0858;9.1428;0.5740
Social Internal;2018;3;Citizens Bank;9.6110;9.3111;0.0790;0.5999
Social Internal;2018;3;Dime Bank;5.1598;4.3708;2.2860;1.5780
Social Internal;2018;3;Fifth Third Bank;3.9792;3.4869;5.3652;0.9846
Social Internal;2018;3;First Horizon Bank;9.9909;9.9849;0.0018;0.0119
Social Internal;2018;3;Webster Bank;9.9931;9.9886;0.0002;0.0091
Social Internal;2018;4;Citizens Bank;7.6450;7.2331;1.9397;0.8237
Social Internal;2018;4;Dime Bank;4.9991;4.9924;4.9936;0.0135
Social Internal;2018;4;Fifth Third Bank;6.5587;6.3569;3.2299;0.4036
Social Internal;2018;4;First Horizon Bank;6.6551;6.6433;3.3326;0.0234
Social Internal;2018;4;Webster Bank;0.3765;0.2630;8.9741;0.2269
Social Internal;2018;5;Citizens Bank;6.6956;6.6776;3.2844;0.0360
Social Internal;2018;5;Dime Bank;0.3743;0.3634;5.5927;0.0218
Social Internal;2018;5;Fifth Third Bank;2.2617;2.1554;7.0680;0.2126
Social Internal;2018;5;First Horizon Bank;6.1384;5.5856;2.6665;1.1055
Social Internal;2018;5;Webster Bank;0.2003;0.0085;9.6068;0.3836
Social Internal;2018;6;Citizens Bank;9.9967;9.9944;0.0007;0.0047
Social Internal;2018;6;Dime Bank;9.9946;9.9899;0.0004;0.0093
Social Internal;2018;6;Fifth Third Bank;6.6806;6.6699;3.3061;0.0213
Social Internal;2018;6;First Horizon Bank;8.8760;8.7876;0.0102;0.1768
Social Internal;2018;7;Citizens Bank;0.2486;0.0639;9.5332;0.3694
Social Internal;2018;7;Dime Bank;9.9890;9.9799;0.0017;0.0182
Social Internal;2018;7;Fifth Third Bank;6.6650;6.6633;3.3325;0.0035
Social Internal;2018;7;First Horizon Bank;9.9843;9.9697;0.0005;0.0293
Social Internal;2018;8;Citizens Bank;7.5687;7.4999;0.2283;0.1376
Social Internal;2018;8;First Horizon Bank;5.9969;5.9824;3.9840;0.0290
Social Internal;2018;8;M&T Bank;9.5360;9.1295;0.0507;0.8129
Social Internal;2018;9;Citizens Bank;8.8758;7.7808;0.0165;2.1900
Social Internal;2018;9;Dime Bank;0.7080;0.1072;7.9995;1.2016
Social Internal;2018;9;Fifth Third Bank;9.9882;9.9773;0.0004;0.0218
Social Internal;2018;9;First Horizon Bank;9.9883;9.9804;0.0005;0.0159
Social Internal;2018;9;Webster Bank;1.6824;1.6762;8.2812;0.0124
Social Internal;2018;10;Dime Bank;5.9508;5.8868;3.9846;0.1279
Social Internal;2018;10;Fifth Third Bank;9.9957;9.9926;0.0006;0.0062
Social Internal;2018;10;First Horizon Bank;9.9593;9.9195;0.0005;0.0796
Social Internal;2018;10;Webster Bank;4.3679;4.3520;4.7164;0.0318
Social Internal;2018;11;Citizens Bank;6.2231;5.9545;3.3365;0.5371
Social Internal;2018;11;Dime Bank;3.3319;3.3267;6.6620;0.0105
Social Internal;2018;11;Fifth Third Bank;3.5162;3.3380;6.2606;0.3563
Social Internal;2018;11;First Horizon Bank;0.0131;0.0075;9.9798;0.0112
Social Internal;2018;11;Webster Bank;4.0131;3.9844;4.7470;0.0575
Social Internal;2018;12;Citizens Bank;9.9914;9.9836;0.0004;0.0157
Social Internal;2018;12;Fifth Third Bank;0.0018;0.0011;9.9973;0.0014
Social Internal;2018;12;First Horizon Bank;9.9800;9.9635;0.0008;0.0329
Social Internal;2018;12;Webster Bank;2.1210;1.8978;6.9161;0.4463
Social Internal;2019;1;Citizens Bank;9.9976;9.9961;0.0003;0.0029
Social Internal;2019;1;Dime Bank;9.9952;9.9913;0.0005;0.0080
Social Internal;2019;1;Fifth Third Bank;4.6476;4.6211;3.4403;0.0530
Social Internal;2019;1;First Horizon Bank;3.5035;3.4403;6.2751;0.1264
Social Internal;2019;1;Webster Bank;0.1234;0.0273;9.7728;0.1922
Social Internal;2019;2;Citizens Bank;9.9738;9.9566;0.0074;0.0345
Social Internal;2019;2;Fifth Third Bank;5.4108;5.0831;2.8593;0.6554
Social Internal;2019;2;First Horizon Bank;4.9913;4.8621;4.8577;0.2584
Social Internal;2019;2;Webster Bank;7.4987;7.4965;2.4988;0.0043
Social Internal;2019;3;Citizens Bank;6.6557;6.6425;3.3303;0.0263
Social Internal;2019;3;Dime Bank;7.4553;7.4373;2.5119;0.0361
Social Internal;2019;3;Fifth Third Bank;2.1386;2.0153;6.0140;0.2466
Social Internal;2019;3;First Horizon Bank;0.0209;0.0049;9.9619;0.0321
Social Internal;2019;3;Webster Bank;7.9923;7.9814;1.9929;0.0218
Social Internal;2019;4;Dime Bank;0.3784;0.3713;7.7210;0.0141
Social Internal;2019;4;Fifth Third Bank;0.2814;0.0100;9.4413;0.5428
Social Internal;2019;4;First Horizon Bank;9.9443;9.8916;0.0017;0.1052
Social Internal;2019;4;Webster Bank;9.9508;9.9157;0.0035;0.0703
Social Internal;2019;5;Citizens Bank;9.9819;9.9673;0.0028;0.0293
Social Internal;2019;5;Dime Bank;8.0809;8.0408;1.3875;0.0801
Social Internal;2019;5;Fifth Third Bank;6.4632;6.2653;3.2684;0.3958
Social Internal;2019;5;Webster Bank;1.6715;1.6673;8.3240;0.0084
Social Internal;2019;6;Citizens Bank;9.9962;9.9950;0.0004;0.0024
Social Internal;2019;6;Dime Bank;9.3127;9.0256;0.0393;0.5742
Social Internal;2019;6;Fifth Third Bank;7.9860;7.8669;1.7136;0.2383
Social Internal;2019;6;First Horizon Bank;9.9311;9.9096;0.0041;0.0429
Social Internal;2019;7;Citizens Bank;9.6922;9.3871;0.0020;0.6102
Social Internal;2019;7;Dime Bank;2.0092;1.9966;7.9710;0.0252
Social Internal;2019;7;Fifth Third Bank;8.2186;8.1843;0.0061;0.0687
Social Internal;2019;7;First Horizon Bank;0.3645;0.0509;9.2997;0.6273
Social Internal;2019;7;Webster Bank;9.9956;9.9923;0.0006;0.0065
Social Internal;2019;8;Citizens Bank;4.9900;4.9786;4.9982;0.0229
Social Internal;2019;8;Dime Bank;9.9961;9.9930;0.0003;0.0063
Social Internal;2019;8;Fifth Third Bank;7.1135;7.0854;2.8396;0.0561
Social Internal;2019;8;First Horizon Bank;4.9978;4.9951;4.9992;0.0054
Social Internal;2019;8;Webster Bank;5.0001;4.9980;4.9971;0.0043
Social Internal;2019;9;Citizens Bank;9.9497;9.9006;0.0008;0.0981
Social Internal;2019;9;Dime Bank;6.3091;5.1142;2.4951;2.3898
Social Internal;2019;9;Fifth Third Bank;7.0888;6.4790;2.1969;1.2196
Social Internal;2019;9;First Horizon Bank;3.7741;2.7425;4.9057;2.0634
Social Internal;2019;9;M&T Bank;9.8906;9.8370;0.0264;0.1072
Social Internal;2019;9;Webster Bank;5.0476;5.0039;4.8152;0.0875
Social Internal;2019;10;Citizens Bank;4.9989;4.9956;4.9974;0.0066
Social Internal;2019;10;Dime Bank;7.7929;7.5670;1.9774;0.4518
Social Internal;2019;10;Fifth Third Bank;9.9967;9.9940;0.0003;0.0054
Social Internal;2019;10;First Horizon Bank;9.9639;9.9358;0.0073;0.0563
Social Internal;2019;10;Webster Bank;4.9036;4.8076;4.9976;0.1919
Social Internal;2019;11;Dime Bank;3.9129;3.7609;5.2284;0.3040
Social Internal;2019;11;Fifth Third Bank;0.0024;0.0007;9.9957;0.0035
Social Internal;2019;11;First Horizon Bank;4.0582;3.9810;3.1384;0.1544
Social Internal;2019;12;Citizens Bank;9.9364;9.8751;0.0013;0.1227
Social Internal;2019;12;Dime Bank;3.4782;3.2228;6.2427;0.5109
Social Internal;2019;12;Fifth Third Bank;3.9134;3.3464;5.3738;1.1341
Social Internal;2019;12;First Horizon Bank;7.5489;7.5212;0.8528;0.0554
Social Internal;2019;12;Webster Bank;0.0036;0.0006;9.9930;0.0061
